strategy,height,width,density,n_agents,seed,success,cost,expansions,generated,runtime,reason
first,8,8,0.0,10,1,1,57,6,11,0.0024,solved
random,8,8,0.0,10,1,1,57,6,11,0.0023,solved
earliest,8,8,0.0,10,1,1,57,6,11,0.0022,solved
most-conflicts,8,8,0.0,10,1,1,57,6,11,0.0023,solved
cardinal,8,8,0.0,10,1,1,57,6,11,0.0029,solved
learned-linear,8,8,0.0,10,1,1,57,6,11,0.0032,solved
learned-mlp,8,8,0.0,10,1,1,57,6,11,0.003,solved
first,8,8,0.0,10,2,1,56,5,9,0.0016,solved
random,8,8,0.0,10,2,1,56,5,9,0.0015,solved
earliest,8,8,0.0,10,2,1,56,5,9,0.0016,solved
most-conflicts,8,8,0.0,10,2,1,56,5,9,0.0016,solved
cardinal,8,8,0.0,10,2,1,56,5,9,0.0021,solved
learned-linear,8,8,0.0,10,2,1,56,5,9,0.0023,solved
learned-mlp,8,8,0.0,10,2,1,56,5,9,0.002,solved
first,8,8,0.0,10,3,1,51,11,21,0.0027,solved
random,8,8,0.0,10,3,1,51,11,21,0.0027,solved
earliest,8,8,0.0,10,3,1,51,11,21,0.0027,solved
most-conflicts,8,8,0.0,10,3,1,51,11,21,0.0028,solved
cardinal,8,8,0.0,10,3,1,51,9,17,0.0028,solved
learned-linear,8,8,0.0,10,3,1,51,18,35,0.0058,solved
learned-mlp,8,8,0.0,10,3,1,51,14,27,0.0043,solved
first,8,8,0.0,10,4,1,46,270,539,0.071,solved
random,8,8,0.0,10,4,1,46,52,103,0.0129,solved
earliest,8,8,0.0,10,4,1,46,68,135,0.0174,solved
most-conflicts,8,8,0.0,10,4,1,46,140,279,0.0364,solved
cardinal,8,8,0.0,10,4,1,46,12,23,0.0039,solved
learned-linear,8,8,0.0,10,4,1,46,10,19,0.0042,solved
learned-mlp,8,8,0.0,10,4,1,46,26,51,0.009,solved
first,8,8,0.0,10,5,1,55,9,17,0.0026,solved
random,8,8,0.0,10,5,1,55,25,49,0.0074,solved
earliest,8,8,0.0,10,5,1,55,18,35,0.0048,solved
most-conflicts,8,8,0.0,10,5,1,55,9,17,0.0025,solved
cardinal,8,8,0.0,10,5,1,55,6,11,0.0023,solved
learned-linear,8,8,0.0,10,5,1,55,6,11,0.0026,solved
learned-mlp,8,8,0.0,10,5,1,55,6,11,0.0025,solved
first,8,8,0.0,10,6,1,63,4,7,0.0017,solved
random,8,8,0.0,10,6,1,63,6,11,0.0021,solved
earliest,8,8,0.0,10,6,1,63,4,7,0.0016,solved
most-conflicts,8,8,0.0,10,6,1,63,4,7,0.0016,solved
cardinal,8,8,0.0,10,6,1,63,4,7,0.0022,solved
learned-linear,8,8,0.0,10,6,1,63,7,13,0.0033,solved
learned-mlp,8,8,0.0,10,6,1,63,6,11,0.0028,solved
first,8,8,0.0,10,7,1,69,39,77,0.0135,solved
random,8,8,0.0,10,7,1,69,2145,4289,0.6423,solved
earliest,8,8,0.0,10,7,1,69,17,33,0.0053,solved
most-conflicts,8,8,0.0,10,7,1,69,31,61,0.0111,solved
cardinal,8,8,0.0,10,7,1,69,13,25,0.0063,solved
learned-linear,8,8,0.0,10,7,0,,3000,6001,1.1667,node_limit
learned-mlp,8,8,0.0,10,7,0,,3000,6001,1.1298,node_limit
first,8,8,0.0,10,8,1,54,21,41,0.0064,solved
random,8,8,0.0,10,8,1,54,8,15,0.003,solved
earliest,8,8,0.0,10,8,1,54,22,43,0.0067,solved
most-conflicts,8,8,0.0,10,8,1,54,23,45,0.0071,solved
cardinal,8,8,0.0,10,8,1,54,10,19,0.0046,solved
learned-linear,8,8,0.0,10,8,1,54,25,49,0.0109,solved
learned-mlp,8,8,0.0,10,8,1,54,11,21,0.0053,solved
first,8,8,0.0,10,9,1,52,6,11,0.0021,solved
random,8,8,0.0,10,9,1,52,6,11,0.0021,solved
earliest,8,8,0.0,10,9,1,52,6,11,0.0021,solved
most-conflicts,8,8,0.0,10,9,1,52,6,11,0.0025,solved
cardinal,8,8,0.0,10,9,1,52,6,11,0.0031,solved
learned-linear,8,8,0.0,10,9,1,52,6,11,0.0028,solved
learned-mlp,8,8,0.0,10,9,1,52,6,11,0.0028,solved
first,8,8,0.0,10,10,1,64,3,5,0.0015,solved
random,8,8,0.0,10,10,1,64,3,5,0.0015,solved
earliest,8,8,0.0,10,10,1,64,4,7,0.0021,solved
most-conflicts,8,8,0.0,10,10,1,64,4,7,0.002,solved
cardinal,8,8,0.0,10,10,1,64,4,7,0.0024,solved
learned-linear,8,8,0.0,10,10,1,64,3,5,0.002,solved
learned-mlp,8,8,0.0,10,10,1,64,4,7,0.0026,solved
first,8,8,0.0,10,11,1,46,5,9,0.0016,solved
random,8,8,0.0,10,11,1,46,4,7,0.0013,solved
earliest,8,8,0.0,10,11,1,46,5,9,0.0017,solved
most-conflicts,8,8,0.0,10,11,1,46,5,9,0.0017,solved
cardinal,8,8,0.0,10,11,1,46,4,7,0.0015,solved
learned-linear,8,8,0.0,10,11,1,46,4,7,0.0016,solved
learned-mlp,8,8,0.0,10,11,1,46,4,7,0.0017,solved
first,8,8,0.0,10,12,1,58,3,5,0.0011,solved
random,8,8,0.0,10,12,1,58,3,5,0.001,solved
earliest,8,8,0.0,10,12,1,58,3,5,0.0011,solved
most-conflicts,8,8,0.0,10,12,1,58,3,5,0.001,solved
cardinal,8,8,0.0,10,12,1,58,3,5,0.0012,solved
learned-linear,8,8,0.0,10,12,1,58,3,5,0.0013,solved
learned-mlp,8,8,0.0,10,12,1,58,3,5,0.0013,solved
first,8,8,0.0,10,13,1,49,7,13,0.0019,solved
random,8,8,0.0,10,13,1,49,6,11,0.0017,solved
earliest,8,8,0.0,10,13,1,49,7,13,0.0019,solved
most-conflicts,8,8,0.0,10,13,1,49,7,13,0.0018,solved
cardinal,8,8,0.0,10,13,1,49,6,11,0.002,solved
learned-linear,8,8,0.0,10,13,1,49,7,13,0.0025,solved
learned-mlp,8,8,0.0,10,13,1,49,7,13,0.0025,solved
first,8,8,0.0,10,14,1,47,3,5,0.001,solved
random,8,8,0.0,10,14,1,47,3,5,0.001,solved
earliest,8,8,0.0,10,14,1,47,3,5,0.001,solved
most-conflicts,8,8,0.0,10,14,1,47,3,5,0.001,solved
cardinal,8,8,0.0,10,14,1,47,3,5,0.0012,solved
learned-linear,8,8,0.0,10,14,1,47,3,5,0.0016,solved
learned-mlp,8,8,0.0,10,14,1,47,3,5,0.0013,solved
first,8,8,0.0,10,15,1,44,2,3,0.0006,solved
random,8,8,0.0,10,15,1,44,2,3,0.0005,solved
earliest,8,8,0.0,10,15,1,44,2,3,0.0006,solved
most-conflicts,8,8,0.0,10,15,1,44,2,3,0.0005,solved
cardinal,8,8,0.0,10,15,1,44,2,3,0.0006,solved
learned-linear,8,8,0.0,10,15,1,44,2,3,0.0007,solved
learned-mlp,8,8,0.0,10,15,1,44,2,3,0.0006,solved
first,8,8,0.0,10,16,1,54,36,71,0.0145,solved
random,8,8,0.0,10,16,1,54,63,125,0.0269,solved
earliest,8,8,0.0,10,16,1,54,77,153,0.0344,solved
most-conflicts,8,8,0.0,10,16,1,54,91,181,0.0374,solved
cardinal,8,8,0.0,10,16,1,54,28,55,0.0161,solved
learned-linear,8,8,0.0,10,16,1,54,46,91,0.0246,solved
learned-mlp,8,8,0.0,10,16,1,54,27,53,0.0174,solved
first,8,8,0.0,10,17,1,56,10,19,0.003,solved
random,8,8,0.0,10,17,1,56,18,35,0.0054,solved
earliest,8,8,0.0,10,17,1,56,10,19,0.0032,solved
most-conflicts,8,8,0.0,10,17,1,56,11,21,0.0036,solved
cardinal,8,8,0.0,10,17,1,56,9,17,0.0038,solved
learned-linear,8,8,0.0,10,17,1,56,17,33,0.0075,solved
learned-mlp,8,8,0.0,10,17,1,56,16,31,0.0069,solved
first,8,8,0.0,10,18,1,50,95,189,0.0347,solved
random,8,8,0.0,10,18,1,50,71,141,0.0231,solved
earliest,8,8,0.0,10,18,1,50,93,185,0.0326,solved
most-conflicts,8,8,0.0,10,18,1,50,78,155,0.0274,solved
cardinal,8,8,0.0,10,18,1,50,14,27,0.0065,solved
learned-linear,8,8,0.0,10,18,1,50,34,67,0.0161,solved
learned-mlp,8,8,0.0,10,18,1,50,29,57,0.0135,solved
first,8,8,0.0,10,19,1,49,27,53,0.0084,solved
random,8,8,0.0,10,19,1,49,34,67,0.0093,solved
earliest,8,8,0.0,10,19,1,49,26,51,0.0066,solved
most-conflicts,8,8,0.0,10,19,1,49,26,51,0.0073,solved
cardinal,8,8,0.0,10,19,1,49,13,25,0.0046,solved
learned-linear,8,8,0.0,10,19,1,49,46,91,0.0175,solved
learned-mlp,8,8,0.0,10,19,1,49,36,71,0.0128,solved
first,8,8,0.0,12,0,1,63,4,7,0.0016,solved
random,8,8,0.0,12,0,1,63,4,7,0.0017,solved
earliest,8,8,0.0,12,0,1,63,4,7,0.0016,solved
most-conflicts,8,8,0.0,12,0,1,63,4,7,0.0015,solved
cardinal,8,8,0.0,12,0,1,63,4,7,0.0017,solved
learned-linear,8,8,0.0,12,0,1,63,4,7,0.0021,solved
learned-mlp,8,8,0.0,12,0,1,63,4,7,0.002,solved
first,8,8,0.0,12,1,1,73,15,29,0.0065,solved
random,8,8,0.0,12,1,1,73,148,295,0.071,solved
earliest,8,8,0.0,12,1,1,73,363,725,0.1692,solved
most-conflicts,8,8,0.0,12,1,1,73,29,57,0.0142,solved
cardinal,8,8,0.0,12,1,1,73,18,35,0.0097,solved
learned-linear,8,8,0.0,12,1,1,73,256,511,0.1396,solved
learned-mlp,8,8,0.0,12,1,1,73,35,69,0.0219,solved
first,8,8,0.0,12,2,1,62,86,171,0.029,solved
random,8,8,0.0,12,2,1,62,25,49,0.0091,solved
earliest,8,8,0.0,12,2,1,62,45,89,0.0145,solved
most-conflicts,8,8,0.0,12,2,1,62,179,357,0.0599,solved
cardinal,8,8,0.0,12,2,1,62,9,17,0.0041,solved
learned-linear,8,8,0.0,12,2,1,62,11,21,0.0051,solved
learned-mlp,8,8,0.0,12,2,1,62,10,19,0.0049,solved
first,8,8,0.0,12,3,1,65,12,23,0.0038,solved
random,8,8,0.0,12,3,1,65,17,33,0.0056,solved
earliest,8,8,0.0,12,3,1,65,21,41,0.0069,solved
most-conflicts,8,8,0.0,12,3,1,65,12,23,0.004,solved
cardinal,8,8,0.0,12,3,1,65,9,17,0.0036,solved
learned-linear,8,8,0.0,12,3,1,65,29,57,0.0114,solved
learned-mlp,8,8,0.0,12,3,1,65,15,29,0.0068,solved
first,8,8,0.0,12,4,1,55,664,1327,0.2065,solved
random,8,8,0.0,12,4,1,55,118,235,0.0352,solved
earliest,8,8,0.0,12,4,1,55,159,317,0.0497,solved
most-conflicts,8,8,0.0,12,4,1,55,909,1817,0.3023,solved
cardinal,8,8,0.0,12,4,1,55,66,131,0.0224,solved
learned-linear,8,8,0.0,12,4,1,55,106,211,0.0433,solved
learned-mlp,8,8,0.0,12,4,1,55,139,277,0.0543,solved
first,8,8,0.0,12,5,1,62,26,51,0.0092,solved
random,8,8,0.0,12,5,1,62,40,79,0.0151,solved
earliest,8,8,0.0,12,5,1,62,38,75,0.0131,solved
most-conflicts,8,8,0.0,12,5,1,62,26,51,0.0091,solved
cardinal,8,8,0.0,12,5,1,62,12,23,0.0056,solved
learned-linear,8,8,0.0,12,5,1,62,11,21,0.0058,solved
learned-mlp,8,8,0.0,12,5,1,62,16,31,0.0086,solved
first,8,8,0.0,12,6,1,76,5,9,0.0023,solved
random,8,8,0.0,12,6,1,76,5,9,0.0026,solved
earliest,8,8,0.0,12,6,1,76,5,9,0.0024,solved
most-conflicts,8,8,0.0,12,6,1,76,5,9,0.0024,solved
cardinal,8,8,0.0,12,6,1,76,5,9,0.0031,solved
learned-linear,8,8,0.0,12,6,1,76,6,11,0.0039,solved
learned-mlp,8,8,0.0,12,6,1,76,5,9,0.0032,solved
first,8,8,0.0,12,7,1,77,41,81,0.0179,solved
random,8,8,0.0,12,7,1,77,1117,2233,0.4261,solved
earliest,8,8,0.0,12,7,1,77,19,37,0.0079,solved
most-conflicts,8,8,0.0,12,7,1,77,44,87,0.0215,solved
cardinal,8,8,0.0,12,7,1,77,15,29,0.0088,solved
learned-linear,8,8,0.0,12,7,0,,3000,6001,1.4048,node_limit
learned-mlp,8,8,0.0,12,7,0,,3000,6001,1.3985,node_limit
first,8,8,0.0,12,8,0,,3000,6001,1.1795,node_limit
random,8,8,0.0,12,8,1,64,553,1105,0.204,solved
earliest,8,8,0.0,12,8,1,64,232,463,0.0759,solved
most-conflicts,8,8,0.0,12,8,0,,3000,6001,1.3178,node_limit
cardinal,8,8,0.0,12,8,1,64,60,119,0.0231,solved
learned-linear,8,8,0.0,12,8,1,64,781,1561,0.3369,solved
learned-mlp,8,8,0.0,12,8,1,64,394,787,0.188,solved
first,8,8,0.0,12,9,1,65,23,45,0.0093,solved
random,8,8,0.0,12,9,1,65,14,27,0.006,solved
earliest,8,8,0.0,12,9,1,65,22,43,0.0089,solved
most-conflicts,8,8,0.0,12,9,1,65,17,33,0.008,solved
cardinal,8,8,0.0,12,9,1,65,15,29,0.0079,solved
learned-linear,8,8,0.0,12,9,1,65,22,43,0.0115,solved
learned-mlp,8,8,0.0,12,9,1,65,27,53,0.0146,solved
first,8,8,0.0,12,10,1,76,134,267,0.0543,solved
random,8,8,0.0,12,10,1,76,1427,2853,0.5646,solved
earliest,8,8,0.0,12,10,1,76,403,805,0.1508,solved
most-conflicts,8,8,0.0,12,10,1,76,58,115,0.0235,solved
cardinal,8,8,0.0,12,10,1,76,32,63,0.0155,solved
learned-linear,8,8,0.0,12,10,1,76,608,1215,0.2963,solved
learned-mlp,8,8,0.0,12,10,1,76,399,797,0.2016,solved
first,8,8,0.0,12,11,1,53,37,73,0.0125,solved
random,8,8,0.0,12,11,1,53,8,15,0.0027,solved
earliest,8,8,0.0,12,11,1,53,42,83,0.0153,solved
most-conflicts,8,8,0.0,12,11,1,53,31,61,0.0116,solved
cardinal,8,8,0.0,12,11,1,53,7,13,0.0028,solved
learned-linear,8,8,0.0,12,11,1,53,7,13,0.003,solved
learned-mlp,8,8,0.0,12,11,1,53,9,17,0.004,solved
first,8,8,0.0,12,12,1,69,13,25,0.0045,solved
random,8,8,0.0,12,12,1,69,46,91,0.0162,solved
earliest,8,8,0.0,12,12,1,69,40,79,0.0127,solved
most-conflicts,8,8,0.0,12,12,1,69,20,39,0.0071,solved
cardinal,8,8,0.0,12,12,1,69,14,27,0.0061,solved
learned-linear,8,8,0.0,12,12,1,69,17,33,0.0069,solved
learned-mlp,8,8,0.0,12,12,1,69,26,51,0.0115,solved
first,8,8,0.0,12,13,1,64,91,181,0.0411,solved
random,8,8,0.0,12,13,1,64,77,153,0.0332,solved
earliest,8,8,0.0,12,13,1,64,214,427,0.0906,solved
most-conflicts,8,8,0.0,12,13,1,64,48,95,0.021,solved
cardinal,8,8,0.0,12,13,1,64,26,51,0.0128,solved
learned-linear,8,8,0.0,12,13,1,64,142,283,0.0766,solved
learned-mlp,8,8,0.0,12,13,1,64,48,95,0.0313,solved
first,8,8,0.0,12,14,1,57,7,13,0.0028,solved
random,8,8,0.0,12,14,1,57,9,17,0.0034,solved
earliest,8,8,0.0,12,14,1,57,8,15,0.0031,solved
most-conflicts,8,8,0.0,12,14,1,57,7,13,0.0028,solved
cardinal,8,8,0.0,12,14,1,57,9,17,0.0043,solved
learned-linear,8,8,0.0,12,14,1,57,9,17,0.0043,solved
learned-mlp,8,8,0.0,12,14,1,57,12,23,0.007,solved
first,8,8,0.0,12,15,1,53,5,9,0.0013,solved
random,8,8,0.0,12,15,1,53,4,7,0.0012,solved
earliest,8,8,0.0,12,15,1,53,4,7,0.0011,solved
most-conflicts,8,8,0.0,12,15,1,53,5,9,0.0013,solved
cardinal,8,8,0.0,12,15,1,53,4,7,0.0012,solved
learned-linear,8,8,0.0,12,15,1,53,5,9,0.0018,solved
learned-mlp,8,8,0.0,12,15,1,53,5,9,0.0016,solved
first,8,8,0.0,12,16,1,57,37,73,0.0178,solved
random,8,8,0.0,12,16,1,57,71,141,0.0348,solved
earliest,8,8,0.0,12,16,1,57,107,213,0.0507,solved
most-conflicts,8,8,0.0,12,16,1,57,18,35,0.0103,solved
cardinal,8,8,0.0,12,16,1,57,39,77,0.0218,solved
learned-linear,8,8,0.0,12,16,1,57,46,91,0.028,solved
learned-mlp,8,8,0.0,12,16,1,57,67,133,0.0386,solved
first,8,8,0.0,12,17,1,70,18,35,0.0063,solved
random,8,8,0.0,12,17,1,70,46,91,0.0168,solved
earliest,8,8,0.0,12,17,1,70,16,31,0.0053,solved
most-conflicts,8,8,0.0,12,17,1,70,69,137,0.0272,solved
cardinal,8,8,0.0,12,17,1,70,18,35,0.0079,solved
learned-linear,8,8,0.0,12,17,1,70,38,75,0.0179,solved
learned-mlp,8,8,0.0,12,17,1,70,20,39,0.0096,solved
first,8,8,0.0,12,18,1,59,204,407,0.0843,solved
random,8,8,0.0,12,18,1,59,46,91,0.0165,solved
earliest,8,8,0.0,12,18,1,59,527,1053,0.2065,solved
most-conflicts,8,8,0.0,12,18,1,59,230,459,0.0917,solved
cardinal,8,8,0.0,12,18,1,59,18,35,0.0077,solved
learned-linear,8,8,0.0,12,18,1,59,50,99,0.0256,solved
learned-mlp,8,8,0.0,12,18,1,59,13,25,0.008,solved
first,8,8,0.0,12,19,1,64,35,69,0.0146,solved
random,8,8,0.0,12,19,1,64,49,97,0.0175,solved
earliest,8,8,0.0,12,19,1,64,66,131,0.0215,solved
most-conflicts,8,8,0.0,12,19,1,64,18,35,0.0066,solved
cardinal,8,8,0.0,12,19,1,64,17,33,0.0081,solved
learned-linear,8,8,0.0,12,19,1,64,720,1439,0.2969,solved
learned-mlp,8,8,0.0,12,19,1,64,510,1019,0.2244,solved
first,8,8,0.0,14,0,1,75,13,25,0.0061,solved
random,8,8,0.0,14,0,1,75,14,27,0.0068,solved
earliest,8,8,0.0,14,0,1,75,13,25,0.0057,solved
most-conflicts,8,8,0.0,14,0,1,75,10,19,0.0044,solved
cardinal,8,8,0.0,14,0,1,75,10,19,0.0051,solved
learned-linear,8,8,0.0,14,0,1,75,16,31,0.0088,solved
learned-mlp,8,8,0.0,14,0,1,75,12,23,0.0069,solved
first,8,8,0.0,14,1,1,86,16,31,0.0081,solved
random,8,8,0.0,14,1,1,86,575,1149,0.352,solved
earliest,8,8,0.0,14,1,0,,3000,6001,1.5582,node_limit
most-conflicts,8,8,0.0,14,1,1,86,15,29,0.0082,solved
cardinal,8,8,0.0,14,1,1,86,19,37,0.0114,solved
learned-linear,8,8,0.0,14,1,1,86,1312,2623,0.746,solved
learned-mlp,8,8,0.0,14,1,1,86,47,93,0.0317,solved
first,8,8,0.0,14,2,1,74,325,649,0.1447,solved
random,8,8,0.0,14,2,1,74,187,373,0.0857,solved
earliest,8,8,0.0,14,2,1,74,140,279,0.0589,solved
most-conflicts,8,8,0.0,14,2,1,74,1410,2819,0.6186,solved
cardinal,8,8,0.0,14,2,1,74,15,29,0.0079,solved
learned-linear,8,8,0.0,14,2,1,74,17,33,0.0099,solved
learned-mlp,8,8,0.0,14,2,1,74,16,31,0.0096,solved
first,8,8,0.0,14,3,1,76,15,29,0.0054,solved
random,8,8,0.0,14,3,1,76,48,95,0.0173,solved
earliest,8,8,0.0,14,3,1,76,109,217,0.0394,solved
most-conflicts,8,8,0.0,14,3,1,76,27,53,0.0096,solved
cardinal,8,8,0.0,14,3,1,76,12,23,0.0052,solved
learned-linear,8,8,0.0,14,3,1,76,106,211,0.0454,solved
learned-mlp,8,8,0.0,14,3,1,76,95,189,0.0418,solved
first,8,8,0.0,14,4,1,66,664,1327,0.2447,solved
random,8,8,0.0,14,4,1,66,149,297,0.0529,solved
earliest,8,8,0.0,14,4,1,66,160,319,0.0582,solved
most-conflicts,8,8,0.0,14,4,1,66,850,1699,0.3331,solved
cardinal,8,8,0.0,14,4,1,66,65,129,0.0264,solved
learned-linear,8,8,0.0,14,4,1,66,106,211,0.048,solved
learned-mlp,8,8,0.0,14,4,1,66,139,277,0.0633,solved
first,8,8,0.0,14,5,1,80,1241,2481,0.6681,solved
random,8,8,0.0,14,5,1,80,459,917,0.2433,solved
earliest,8,8,0.0,14,5,1,80,2009,4017,1.0114,solved
most-conflicts,8,8,0.0,14,5,1,80,1898,3795,1.0052,solved
cardinal,8,8,0.0,14,5,1,80,88,175,0.0575,solved
learned-linear,8,8,0.0,14,5,0,,3000,6001,1.9023,node_limit
learned-mlp,8,8,0.0,14,5,1,80,89,177,0.0594,solved
first,8,8,0.0,14,6,1,82,15,29,0.0074,solved
random,8,8,0.0,14,6,1,82,17,33,0.0084,solved
earliest,8,8,0.0,14,6,1,82,19,37,0.0096,solved
most-conflicts,8,8,0.0,14,6,1,82,19,37,0.0104,solved
cardinal,8,8,0.0,14,6,1,82,13,25,0.0083,solved
learned-linear,8,8,0.0,14,6,1,82,15,29,0.01,solved
learned-mlp,8,8,0.0,14,6,1,82,12,23,0.0082,solved
first,8,8,0.0,14,7,1,86,2061,4121,0.9409,solved
random,8,8,0.0,14,7,0,,3000,6001,1.4011,node_limit
earliest,8,8,0.0,14,7,1,86,157,313,0.0678,solved
most-conflicts,8,8,0.0,14,7,0,,3000,6001,1.3731,node_limit
cardinal,8,8,0.0,14,7,1,86,100,199,0.0506,solved
learned-linear,8,8,0.0,14,7,0,,3000,6001,1.8274,node_limit
learned-mlp,8,8,0.0,14,7,0,,3000,6001,1.8422,node_limit
first,8,8,0.0,14,8,0,,3000,6001,1.4259,node_limit
random,8,8,0.0,14,8,1,79,2461,4921,1.1023,solved
earliest,8,8,0.0,14,8,1,79,1834,3667,0.8021,solved
most-conflicts,8,8,0.0,14,8,0,,3000,6001,1.4581,node_limit
cardinal,8,8,0.0,14,8,1,79,231,461,0.1093,solved
learned-linear,8,8,0.0,14,8,0,,3000,6001,1.6008,node_limit
learned-mlp,8,8,0.0,14,8,1,79,1797,3593,0.9591,solved
first,8,8,0.0,14,9,1,73,25,49,0.0137,solved
random,8,8,0.0,14,9,1,73,25,49,0.0126,solved
earliest,8,8,0.0,14,9,1,73,22,43,0.0114,solved
most-conflicts,8,8,0.0,14,9,1,73,21,41,0.011,solved
cardinal,8,8,0.0,14,9,1,73,21,41,0.0131,solved
learned-linear,8,8,0.0,14,9,1,73,22,43,0.0141,solved
learned-mlp,8,8,0.0,14,9,1,73,34,67,0.0201,solved
first,8,8,0.0,14,10,1,84,137,273,0.0651,solved
random,8,8,0.0,14,10,1,84,367,733,0.1583,solved
earliest,8,8,0.0,14,10,1,84,58,115,0.0248,solved
most-conflicts,8,8,0.0,14,10,1,84,150,299,0.0721,solved
cardinal,8,8,0.0,14,10,1,84,27,53,0.0147,solved
learned-linear,8,8,0.0,14,10,1,84,636,1271,0.3619,solved
learned-mlp,8,8,0.0,14,10,1,84,234,467,0.1381,solved
first,8,8,0.0,14,11,1,56,17,33,0.0071,solved
random,8,8,0.0,14,11,1,56,18,35,0.0082,solved
earliest,8,8,0.0,14,11,1,56,52,103,0.0219,solved
most-conflicts,8,8,0.0,14,11,1,56,17,33,0.0086,solved
cardinal,8,8,0.0,14,11,1,56,9,17,0.0043,solved
learned-linear,8,8,0.0,14,11,1,56,8,15,0.0041,solved
learned-mlp,8,8,0.0,14,11,1,56,9,17,0.0048,solved
first,8,8,0.0,14,12,1,78,15,29,0.0057,solved
random,8,8,0.0,14,12,1,78,42,83,0.0163,solved
earliest,8,8,0.0,14,12,1,78,60,119,0.0218,solved
most-conflicts,8,8,0.0,14,12,1,78,22,43,0.0086,solved
cardinal,8,8,0.0,14,12,1,78,16,31,0.0075,solved
learned-linear,8,8,0.0,14,12,1,78,19,37,0.0093,solved
learned-mlp,8,8,0.0,14,12,1,78,15,29,0.0076,solved
first,8,8,0.0,14,13,1,79,244,487,0.1406,solved
random,8,8,0.0,14,13,1,79,675,1349,0.4147,solved
earliest,8,8,0.0,14,13,1,79,619,1237,0.3455,solved
most-conflicts,8,8,0.0,14,13,1,79,202,403,0.1073,solved
cardinal,8,8,0.0,14,13,1,79,38,75,0.0232,solved
learned-linear,8,8,0.0,14,13,1,79,1413,2825,1.0657,solved
learned-mlp,8,8,0.0,14,13,1,79,236,471,0.1851,solved
first,8,8,0.0,14,14,1,64,216,431,0.1097,solved
random,8,8,0.0,14,14,1,64,151,301,0.0758,solved
earliest,8,8,0.0,14,14,1,64,42,83,0.0252,solved
most-conflicts,8,8,0.0,14,14,1,64,276,551,0.1307,solved
cardinal,8,8,0.0,14,14,1,64,25,49,0.0133,solved
learned-linear,8,8,0.0,14,14,1,64,414,827,0.2254,solved
learned-mlp,8,8,0.0,14,14,1,64,219,437,0.1216,solved
first,8,8,0.0,14,15,1,61,16,31,0.0046,solved
random,8,8,0.0,14,15,1,61,6,11,0.0021,solved
earliest,8,8,0.0,14,15,1,61,10,19,0.003,solved
most-conflicts,8,8,0.0,14,15,1,61,16,31,0.0054,solved
cardinal,8,8,0.0,14,15,1,61,5,9,0.0034,solved
learned-linear,8,8,0.0,14,15,1,61,12,23,0.0043,solved
learned-mlp,8,8,0.0,14,15,1,61,11,21,0.0038,solved
first,8,8,0.0,14,16,1,65,35,69,0.0201,solved
random,8,8,0.0,14,16,1,65,189,377,0.109,solved
earliest,8,8,0.0,14,16,1,65,207,413,0.1106,solved
most-conflicts,8,8,0.0,14,16,1,65,23,45,0.0158,solved
cardinal,8,8,0.0,14,16,1,65,39,77,0.025,solved
learned-linear,8,8,0.0,14,16,1,65,178,355,0.1263,solved
learned-mlp,8,8,0.0,14,16,1,65,117,233,0.0787,solved
first,8,8,0.0,14,17,1,87,25,49,0.011,solved
random,8,8,0.0,14,17,1,87,269,537,0.1297,solved
earliest,8,8,0.0,14,17,1,87,21,41,0.0093,solved
most-conflicts,8,8,0.0,14,17,1,87,238,475,0.1187,solved
cardinal,8,8,0.0,14,17,1,87,24,47,0.0139,solved
learned-linear,8,8,0.0,14,17,1,87,35,69,0.0209,solved
learned-mlp,8,8,0.0,14,17,1,87,25,49,0.0166,solved
first,8,8,0.0,14,18,1,75,324,647,0.159,solved
random,8,8,0.0,14,18,1,75,1822,3643,0.7726,solved
earliest,8,8,0.0,14,18,0,,3000,6001,1.3502,node_limit
most-conflicts,8,8,0.0,14,18,1,75,2079,4157,0.9022,solved
cardinal,8,8,0.0,14,18,1,75,27,53,0.0139,solved
learned-linear,8,8,0.0,14,18,1,75,582,1163,0.3205,solved
learned-mlp,8,8,0.0,14,18,1,75,108,215,0.0614,solved
first,8,8,0.0,14,19,1,74,1843,3685,0.7753,solved
random,8,8,0.0,14,19,1,74,2348,4695,1.0033,solved
earliest,8,8,0.0,14,19,0,,3000,6001,1.2778,node_limit
most-conflicts,8,8,0.0,14,19,1,74,692,1383,0.2914,solved
cardinal,8,8,0.0,14,19,1,74,141,281,0.0663,solved
learned-linear,8,8,0.0,14,19,0,,3000,6001,1.631,node_limit
learned-mlp,8,8,0.0,14,19,0,,3000,6001,1.653,node_limit
first,8,8,0.1,4,0,1,16,1,1,0.0002,solved
random,8,8,0.1,4,0,1,16,1,1,0.0001,solved
earliest,8,8,0.1,4,0,1,16,1,1,0.0001,solved
most-conflicts,8,8,0.1,4,0,1,16,1,1,0.0001,solved
cardinal,8,8,0.1,4,0,1,16,1,1,0.0001,solved
learned-linear,8,8,0.1,4,0,1,16,1,1,0.0001,solved
learned-mlp,8,8,0.1,4,0,1,16,1,1,0.0001,solved
first,8,8,0.1,4,1,1,20,3,5,0.0003,solved
random,8,8,0.1,4,1,1,20,4,7,0.0004,solved
earliest,8,8,0.1,4,1,1,20,3,5,0.0003,solved
most-conflicts,8,8,0.1,4,1,1,20,4,7,0.0003,solved
